DDB ID,Name,u1,u2,u3,u4,CH2,C=C,ACH,ACCH2,OH,CH3OH,H2O,ACOH,CH2CO,CHO,CCOO,HCOO,CH2O,CH2NH2,CH2NH,(C)3N,ACNH2,PYRIDINE,CH2CN,COOH,CCL,CCL2,CCL3,CCL4,ACCL,CNO2,ACNO2,CS2,CH3SH,FURFURAL,DOH,I,BR,C=-C,DMSO,ACRY,CLCC,ACF,DMF,CF2,COO,CY-CH2,CY-CH2O,CHCL3,CY-CONC,CONR,CONR2,HCONR,ACS,EPOXIDES,CARBONAT,SULFONE,CH2S,Molecular formula,Mol.Weight,Tc [K],Tm [K],Dipol Mom.,Polarizab.,Anisotr.,norm. Aniso.,H-Bond Acc.,H-Bond Don.,Dipol Mom._normed,Polarizab._normed,Anisotr._normed,norm. Aniso._normed,H-Bond Acc._normed,H-Bond Don._normed,training samples,img,I_x,Attributes,X_alk,Cl_alk,Br_alk,I_alk,F_alk,F_full,X,Cl,Br,I_y,F,_CHn,_COR,an,en,in,aro,c_aro,sub_aro,het_aro,cyc,five,six,low,high,sym,npol_short,npol_mid,npol_long,pol_mono,pol_oligo,coc,ol,cooh,cond,poly,keto,on,al,cooc,concH1,conc,nh2R,nhR2,nR3,cn,no2,s,h2o,H2O_x,AN_short,AN_long,AN_cyc,AN_branch,EN_lin,EN_branch,EN_cyc,IN_lin,C_ARO_small,C_Aro_kond,POL_ARO_all,H_ARO_all,HET_ARO_all,XALK_cl,XALK_br,XALK_i,OL_wl,OL_wul,COO_wl,COO_wul,NHR_prim,NHR_tert,ON_wl,ON_wul,AL_wl,AL_wul,COC_cyc,COC_wl,COC_wul,CN_wl,CN_wul,NO2_wl,NO2_wul,COOH_all,FF_all,CONR_wl,S_NPOL_all,S_POL_all,SN_all,H2O_y,Exo
50,Cyclohexane,0.065469404025974,-0.0480641466753247,-1.73281047952048,-0.0381869574115884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,C6H12,84.1613,553.8,279.75,0.0,69.68918,9.38574,0.134680017758854,0.0,0.0,-1.0730477832086591,-0.2551951420461226,-0.7949872767319018,-1.3984223796747854,-0.5812227962200803,-0.2686332728825099,194,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/110-82-7/PNG?image_size=small,0,"an,cyc,six",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Cyclopentane,0.114694280277423,-0.155217094834166,-1.47738574425575,-0.190024324535465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,C5H10,70.1344,511.7,179.35,0.0217,58.01397,7.89776,0.136135485987254,0.0,0.0,-1.0553781233626602,-0.5203897108693226,-0.8405737358257579,-1.3910682111546742,-0.5812227962200803,-0.2686332728825099,24,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/287-92-3/PNG?image_size=small,0,"an,cyc,five",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Cyclohexene,0.155317027183816,0.183906860439561,-1.44167982017982,-0.212776768756244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,C6H10,82.1454,560.4,169.65,0.334,68.25949,21.81709,0.319619879961013,0.0,0.0,-0.8010815901872953,-0.2876695920218266,-0.4141345581090663,-0.4639609560709673,-0.5812227962200803,-0.2686332728825099,20,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/110-83-8/PNG?image_size=small,0,"en,cyc,six",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Methylcyclohexane,0.0863777241028971,-0.0720979315284716,-1.88791747252747,-0.0151595410204595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,C7H14,98.1882,572.1,146.55,0.1286,82.06591,15.79742,0.192496738292429,0.0,0.0,-0.968332656195044,0.025933983322172276,-0.5985560155302091,-1.1062869020412465,-0.5812227962200803,-0.2686332728825099,35,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/108-87-2/PNG?image_size=small,0,"_CHn,npol_short,an,cyc,six",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Methylcyclopentane,0.166616494226773,-0.194566258641359,-1.70602532467532,-0.00954509472537462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,C6H12,84.1613,532.7,130.73,0.0998,70.23758,13.59493,0.193556355443909,0.0,0.0,-0.9917836333178442,-0.24273860365900635,-0.6660325409469668,-1.100932884037466,-0.5812227962200803,-0.2686332728825099,22,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/96-37-7/PNG?image_size=small,0,"_CHn,cyc,five,npol_short",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Dibutyl ether,0.0908762393086914,0.120197488791209,-1.61659836163836,0.083868419996004,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8H18O,130.23,580.0,175.3,1.0284,105.93607,42.13021,0.397694666226527,0.0153574445212317,0.0,-0.23565247511533435,0.5681286666675512,0.208187794307356,-0.06946582099032532,0.28619036007503834,-0.2686332728825099,3,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/142-96-1/PNG?image_size=small,0,"npol_mid,coc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,Decane,-0.104527923771229,-0.258553793906094,-2.75118333666333,0.0590366622106893,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C10H22,142.285,617.9,243.45,0.0,125.48922,52.3218,0.416942586781558,0.0,0.0,-1.0730477832086591,1.0122653617150372,0.5204221661647412,0.02778978972061139,-0.5812227962200803,-0.2686332728825099,20,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/124-18-5/PNG?image_size=small,0,"an,npol_long",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"1,1-Dichloroethane [R150a]",-0.283126210383616,0.295857630080919,-0.956858175824176,-0.125475249646353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H4Cl2,98.959,523.0,176.15,2.0836,49.28347,17.6491,0.358113988321033,0.0,0.0,0.6235652700228185,-0.7186971659909821,-0.5418270712064204,-0.26945848986309523,-0.5812227962200803,-0.2686332728825099,2,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/75-34-3/PNG?image_size=small,0,"X_alk,Cl_alk,X,Cl,npol_short,pol_oligo",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"1,2-Dichloroethane",-0.127386881366234,1.19606073126873,-0.916791629370629,0.304973345654346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H4Cl2,98.9592,561.0,237.65,0.0,49.4139,31.41968,0.635846998516612,0.0,0.0,-1.0730477832086591,-0.7157345359730545,-0.11994506884841048,1.1338667911162945,-0.5812227962200803,-0.2686332728825099,18,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/107-06-2/PNG?image_size=small,0,"X_alk,Cl_alk,X,Cl,npol_short,pol_oligo",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Dichloromethane,0.293140932167832,1.42346414585415,-0.486378268731269,0.196155133961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH2Cl2,84.9323,510.0,178.01,1.6713,36.21187,19.65533,0.54278693699055,0.0,0.0,0.2878417329488415,-1.0156097976121132,-0.4803632599805526,0.6636542769572592,-0.5812227962200803,-0.2686332728825099,32,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/75-09-2/PNG?image_size=small,0,"X_alk,Cl_alk,X,Cl,npol_short,pol_oligo",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"1,2-Dichloropropane",0.167846196424576,1.35963986413586,-1.00611157842158,0.418894830794206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H6Cl2,112.986,577.0,172.65,3.0035,60.98167,18.80706,0.308405132230718,0.0,0.0,1.372612278886149,-0.45298039472883256,-0.5063512609318727,-0.5206266689390435,-0.5812227962200803,-0.2686332728825099,8,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/78-87-5/PNG?image_size=small,0,"X_alk,Cl_alk,X,Cl,npol_short,pol_oligo",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"N,N-Dimethylformamide (DMF)",0.169997400360639,-0.564422374425575,0.0623943912987014,1.31626218781219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H7NO,73.0947,650.0,212.15,4.0502,49.31809,20.24083,0.410413906945707,0.0273616526438197,0.0,2.22490872869292,-0.7179107958980537,-0.4624256050393218,-0.00519822801130421,0.9642073336699684,-0.2686332728825099,9,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/68-12-2/PNG?image_size=small,0,"_CHn,npol_short,conc,keto",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,"2,4-Dimethylpentane",0.0200971818751248,-0.313156590409591,-2.0348053046953,0.0294955036512488,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H16,100.204,519.8,153.25,0.1176,87.02231,16.47484,0.189317429059284,0.0,0.0,-0.9772896266238915,0.13851528686320583,-0.5778022559908605,-1.1223512691101147,-0.5812227962200803,-0.2686332728825099,87,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/108-08-7/PNG?image_size=small,0,"_CHn,an,npol_mid",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"1,4-Dioxane",-0.550984746253746,0.51522782017982,-0.439939669330669,0.448992406593407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,C4H8O2,88.1063,587.0,284.85,0.0,54.6233,12.10979,0.221696418927454,0.0226999296302182,0.0,-1.0730477832086591,-0.5974065070273156,-0.711531992457504,-0.958747183940041,0.7009057233394654,-0.2686332728825099,83,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/123-91-1/PNG?image_size=small,0,"cyc,six,sym,coc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Dodecane,0.0535625538811189,-0.183345531799201,-3.189723996004,0.0161693565337263,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C12H26,170.338,658.2,263.59,0.0,150.54764,67.64309,0.449313519627408,0.0,0.0,-1.0730477832086591,1.5814505744256142,0.9898124535678683,0.19135316448646253,-0.5812227962200803,-0.2686332728825099,4,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112-40-3/PNG?image_size=small,0,"an,npol_long",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Benzaldehyde,-0.0365575613886114,-0.0517200533566434,-0.958397673326673,0.767384663336664,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H6O,106.124,695.0,216.0,3.4514,82.14857,60.2483,0.733406558385618,0.0188458784063925,0.0,1.7373238293480318,0.02781154981210495,0.7632621693955975,1.6268143045177021,0.4832227141669474,-0.2686332728825099,2,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/100-52-7/PNG?image_size=small,0,"aro,sub_aro,cyc,six,pol_mono,al",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Butyl acetate,-0.300913471428571,0.175930050993007,-0.98390320879121,0.389900582417582,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H12O2,116.16,575.7,199.7,2.124,80.73675,32.06767,0.39718802156391,0.034435261707989,0.0,0.6564617795978577,-0.00425699509252393,-0.10009294070943836,-0.07202578771168501,1.3637361456585892,-0.2686332728825099,13,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/123-86-4/PNG?image_size=small,0,"npol_mid,cooc,keto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Methyl acetate,-0.662593592407592,0.195569923776224,-0.459787535464535,0.55257482917083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H6O2,74.0794,506.8,175.0,1.8946,43.59779,15.04507,0.345087904685077,0.0539964092387856,0.0,0.4696682326544419,-0.8478435758685512,-0.6216053659914133,-0.33527649423217043,2.468581206110216,-0.2686332728825099,22,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/79-20-9/PNG?image_size=small,0,"npol_short,cooc,keto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Acetic acid,0.554352128601398,-0.0488168398001998,-0.0259247717192807,1.31388054945055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C2H4O2,60.0526,594.4,289.75,1.7203,31.41525,11.57902,0.368579591122146,0.0333039148751936,0.0166519574375968,0.32774096485916127,-1.1245618055596138,-0.7277929132314701,-0.2165780455070273,1.2998358577075027,1.240239171150829,4,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/64-19-7/PNG?image_size=small,0,"npol_short,pol_mono,cooh,keto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,Hexane,0.00328310071928072,-0.283957421578422,-2.01588748251748,-0.0259770932497502,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14,86.1772,507.4,177.85,0.0,75.84157,23.627,0.311530998105656,0.0,0.0,-1.0730477832086591,-0.11544772737159664,-0.35868529926246834,-0.5048323396867801,-0.5812227962200803,-0.2686332728825099,208,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/110-54-3/PNG?image_size=small,0,"an,npol_mid",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Heptane,-0.0312859926396903,-0.254868625374625,-2.17338048951049,-0.0276480476116383,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H16,100.204,540.3,182.55,0.0928,88.15967,30.2008,0.34256934037979,0.0,0.0,-0.9974835235907472,0.16434965684856415,-0.15728725305809016,-0.34800225901934023,-0.5812227962200803,-0.2686332728825099,157,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/142-82-5/PNG?image_size=small,0,"an,npol_mid",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2-Heptanone,-0.218047362033966,0.207312003919381,-1.05750307692308,0.587813692307692,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C7H14O,114.188,611.5,237.65,2.726,88.40504,32.16721,0.363861721005952,0.0175149753038848,0.0,1.146652343067501,0.16992307191794168,-0.09704338618706419,-0.24041643044286892,0.40805116728145163,-0.2686332728825099,6,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/110-43-0/PNG?image_size=small,0,"npol_mid,on,keto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2-Methylbutane,0.0471286944621379,-0.522347432567433,-1.65141584415585,0.0233530473574425,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C5H12,72.1503,460.4,113.25,0.0994,63.1679,10.88213,0.172273100736292,0.0,0.0,-0.9921093413334389,-0.40332164578998303,-0.7491431649001197,-1.208472601306544,-0.5812227962200803,-0.2686332728825099,29,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/78-78-4/PNG?image_size=small,0,"an,npol_short",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2-Propanol,0.722444402597403,-0.366916950049951,-0.274352871128871,1.64073608391608,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C3H8O,60.0959,508.3,183.65,1.6144,43.30178,5.95288,0.137474256254593,0.0,0.0166400425985091,0.2415097677305314,-0.8545672445920565,-0.9001579994331038,-1.3843036923808443,-0.5812227962200803,1.2391595399758217,26,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/67-63-0/PNG?image_size=small,0,"npol_short,pol_mono,ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Diisopropyl ether,-0.288912766312887,-0.3735683998002,-0.947601804195804,0.0114007189554445,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6H14O,102.177,500.0,186.35,1.1979,80.08472,16.55396,0.206705598770902,0.0195738767041506,0.0,-0.09763370350718721,-0.01906741946260295,-0.5753782982471369,-1.0344925801876481,0.5243412284069182,-0.2686332728825099,12,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/108-20-3/PNG?image_size=small,0,"_CHn,npol_mid,coc",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
